date,tier,title,grid,clues_across,clues_down
2026-09-11,midi,Perfect Puzzler,POP##ESTERY/##I#S#W##A#/T#P#AJI##W#/AGE#V#T###B/R#SCOTCH##I/R###R#H#TOT/A#S###E#I#E/G#HIGHLAND#/O#I##O###E#/N#MEDOC#TEA/##S##P###P#,1. Audible sound of a sparkling wine cork release or colloquial term for soda | 3. Fruity funk-forward aroma profile produced by esters during warm wild fermentation | 8. Peruvian spicy yellow chili pepper muddled into fiery pisco sours and tropical drinks | 9. Maturation period inside a wooden cask that mellows raw distillate | 11. Malted barley or grain whisky produced distilled and aged for at least three years in Scotland | 12. Daily rum ration issued to Royal Navy sailors until Black Tot Day in 1970 | 14. Vast | 17. Prestigious Left Bank Bordeaux wine region celebrated for tannic | 18. Tannic herbal infusion frequently deployed as the diluting weak element in historic punches,2. Plural of the large wooden casks used to age and ship fortified Portuguese port wine | 4. Traditional American colonial thirst-quenching drink of water | 5. Unrefined natural sugar or raw unpasteurized egg white used to create a silky sour foam | 6. To taste slowly and mindfully | 7. Anise-scented culinary herb infused into savory dry vermouths and green botanical cocktail syrups | 10. Sharp alcohol burn or ginger heat perceived acutely on the palate | 12. Metal vessel of a two-piece Boston shaker used to conduct thermal transfer | 13. Plural classification of low-proof session cocktails crafted to mitigate intoxication | 15. Metal band hammered around barrel staves to compress and hold a cask together | 16. Sensory descriptor for layered
2026-09-11,main,The Grand Grid,TEA#F#####J###S/I#MALLETS#A#V#A/E#A#A##W##P#E#L/##RUM#LIP#ANCHO/##E#E##S##N#C#N/BOTA#M#T####H##/U#T#WIPES###I#S/SHIM#L#D##FROST/H##A#L###S####E/###T#SPICED#JAM/D#G######R#O#G#/ROUND####V#R#A#/Y#E##BARTENDERS/E#S##I#U#D#E###/R#TUMBLER#FRUIT,1. Tannic herbal infusion frequently deployed as the diluting weak element in historic punches | 6. Plural of the heavy wooden hammers utilized alongside canvas bags to shatter clear ice | 9. Distilled spirit crafted directly from fermented sugarcane juice or molasses | 10. The outer rim of a glassware bowl where garnishes are balanced | 11. Dried poblano chile providing sweet raisin notes and smoky warmth to Mexican liqueurs | 12. Traditional teardrop-shaped Spanish leather bladder used to squirt wine into the mouth | 14. Sanitizing cloths kept in sanitizer buckets to clean sticky bar counters throughout the night | 16. Low-alcohol cocktail engineered to moderate ethanol consumption over long sessions | 18. Crystalline white condensation blooming over the exterior of sub-zero freezer glassware | 20. Enriched with aromatic baking spices like cinnamon clove nutmeg and allspice | 21. Preserved fruit spread shaken into modern sours to deliver immediate fruit body and sweetness | 26. Palate descriptor for a mellow | 27. Plural of the hospitable professionals who mix drinks and take care of patrons at the bar | 29. Flat-bottomed drinking vessel lacking a stem or foot commonly used for neat pours | 30. Broad flavor category encompassing berries,1. Formal uniform neckwear or the act of knotting a slender strip of citrus peel for garnish | 2. Plural of the almond-flavored Italian cordials or the crisp cookies that share their flavor | 3. Open fire applied to ignite overproof rum floats or caramelize expressed orange peel oils | 4. East Asian island nation famed for highball perfection | 5. A sophisticated private parlor or historic European lounge dedicated to refined drinking | 7. Curled into a tight spiral to express essential citrus oils across the surface of a cocktail | 8. Amaro del Capo designation: celebrated Calabrian herbal liqueur served sub-zero | 12. Colloquial term for the historic Bushmills Irish whiskey distillery in County Antrim | 13. Plural of the heavy roller machines that crush whole malted barley grains into grist | 15. Slender vertical glass column supporting the bowl to prevent hand heat warming the cocktail | 17. Textured rubber runner placed beneath glassware on the bar rail to collect overflow droplets | 19. Presented gracefully to a hospitality guest with appropriate glassware | 22. Plant-based gelatin extracted from red algae utilized for freeze-thaw cocktail clarification | 23. Comparative tasting term denoting a cocktail formulation possessing less residual sugar | 24. A customer welcomed into a hospitality establishment to enjoy food | 25. The itemized drink ticket transmitted from the floor to the service well for preparation | 27. Acronym for Bottled in Bond | 28. Intensely bitter aromatic herb used in ancient folk tonics and medicinal restorative cordials
2026-09-12,mini,Fast Five,#####P#/BOTTLED/A####A#/RUN##R#/R##ROSE/URN#L##/M###DIP,2. Packaged into glass containers fitted with corks | 3. A single complete cycle of heating | 4. Delicate fragrant pink water distilled from flower petals used in Middle Eastern punches | 6. Heated ceramic or metal dispensing vessel utilized to keep mulled wine and hot toddies warm | 7. Quick immersion of glassware rims into juice or cordial before applying garnishes,1. Plural of the fragrant green orchard fruits distilled into delicate clear eau-de-vie | 2. High-ester white or dark rum stored in wooden casks before blending | 5. Historic classification for vintage cocktail formulas or Victorian sweetened Old Tom gin
2026-09-12,midi,Coffee Break,PIT#HAY#ASH/U#I#O##Y#A#/R#ESTATE#T#/E#R####L#U#/#####R#L#R#/I#DEMIJOHN#/M##G#C#W###/BUNG#E#BARK/I######I#Y#/B#BITTER#E#/E######DISH,1. Subterranean earthen conical oven filled with burning hardwood used to roast agave hearts | 3. Toasted sweet meadow grass infused into modern artisanal bourbons to impart rustic farm notes | 4. Fine carbon residue produced from roasting agave hearts in subterranean earthen pit ovens | 7. Agricultural property where spirits | 10. Bulbous glass carboy holding multiple gallons of aging spirit or fortified wine | 12. Tapered wooden or silicone stopper hammered into a barrel hole to seal it | 13. Angostura tree or cinchona covering harvested to yield bitter aromatic cocktail alkaloids | 15. Sharp palate-gripping sensation imparted by quinine gentian hops and citrus pith | 16. Shallow ceramic bar bowl filled with spiced olives or roasted almonds for table snacks,1. Distillate produced without additives artificial colorings or neutral grain cuts | 2. An individual horizontal layer of barrels stacked in a multi-story whiskey rickhouse | 3. Serving temperature suited for a buttered rum or winter toddy | 5. Award-winning gin-based tiki cocktail shaken with passionfruit | 6. Caribbean tropical cocktail combining white rum with Galliano | 8. Polished cereal grain fermented with koji mold to brew Japanese sake and distilled into soju | 9. The deliberate and joyful social act of drinking intoxicating cocktails in good company | 11. Emulsifying cocktail ingredient whose white yields a silky textural foam collar | 14. Plural of the spicy American whiskeys distilled from a mash bill containing at least 51 percent rye
2026-09-12,main,Heavy Hitter,#####B####CAROB/#POT#E#B###G##O/#U##BEERS#SECCO/ELDER##O##Q#R#T/#P##A##T#JULEPS/#SWANS#H##E#M##/##A#D###Z#EYE#H/##ROYALFIZZ###I/##M##L##N#E#BUG/#SILVER#G#R#R#H/##N##M#M###BUAL/KEG##B#ASH##I#A/#G#T#I#U#O##S#N/UGNI#CHIPOTLE#D/###POS###K##D##,2. Sweet Mediterranean tree pod roasted and infused into rich winter liqueurs and cordials | 5. Traditional bulbous copper alembic still utilized for rich batch distillation | 7. Fermented cereal beverages encompassing lagers ales stouts and wild lambics | 8. Italian wine and vermouth label descriptor denoting a dry crisp finish | 10. Elderflower or elderberry plant whose blossoms yield fragrant | 11. Southern American bourbon coolers served in chilled frosted silver cups with mounds of mint | 12. Plural of the curved swan neck pipes channeling alcohol vapor out of a pot still kettle | 15. Colloquial term for a morning revitalizer cocktail or a drop of modifier | 17. Rich gin sour shaken with a whole raw egg combining both the white protein and the yolk | 19. Wild ginger fermentation starter culture cultivated with sugar and water to brew ginger beer | 20. Clear un-aged spirit classification for tequila and light Caribbean rums | 22. Fragrant | 23. Stainless steel pressurized cylinder used to store and dispense draught beer or batched cocktails | 25. Fine carbon residue produced from roasting agave hearts in subterranean earthen pit ovens | 28. Ugni Blanc grape variety forming the vast majority of distillation wash for Cognac | 29. Smoke-dried ripe red jalapeño pepper delivering pungent campfire smoke to savory cocktails | 30. Point of sale computer terminal used by bartenders to enter drink orders and process checks,1. The industrious insect whose sweet wildflower honey anchors the Prohibition Bee's Knees | 3. Maturation period inside a wooden cask that mellows raw distillate | 4. Novelty boot-shaped glass beer vessels utilized in lively German drinking traditions | 5. Plural of the juicy fruit solids strained out of freshly pressed lemons and limes | 6. Savory clarified meat or vegetable stock warmed with spirits for winter savory drinks | 7. Distillate produced by boiling fermented grape wine or crushed orchard fruits | 8. Handheld hinged metal lever tool used to freshly press lemon and lime halves | 9. French cordial designation for sweet | 13. The gentle internal glow produced by the ingestion of high-proof spirits | 14. The lively palate prickle created by a sharp burst of fresh citrus and active effervescence | 16. Vast | 18. Plural of the historic pot stills featuring a rounded kettle and swan neck | 19. Over-agitated through violent shaking | 21. Hawaiian tropical island whose pineapples and sugar cane inspire exotic tiki punch bowls | 24. Emulsifying cocktail ingredient whose white yields a silky textural foam collar | 26. The Red Hook cocktail combining spicy rye whiskey with bitter Punt e Mes and maraschino | 27. Financial gratuity left by a patron to reward attentive hospitalian service
2026-09-13,mini,Quick Solve 2,D#PUFF#/AJI####/T#SAKE#/E#C###S/#COCO#T/####ICE/TRAIL#M,2. A fragrant plume of wood smoke escaping when a cloche is lifted before a guest | 3. Peruvian spicy yellow chili pepper muddled into fiery pisco sours and tropical drinks | 4. Traditional Japanese fermented alcoholic beverage made from polished rice and koji mold | 6. Cream of coconut shorthand | 8. The bartender's indispensable thermodynamic coolant and dilution control agent | 9. The Kentucky Bourbon Trail: an organized tourism route connecting historic distilleries,1. Sweet desert palm fruit steeped into rich brandies and spiced syrups for winter punches | 2. Clear South American grape brandy produced in the wine regions of Peru and Chile | 5. Slender vertical glass column supporting the bowl to prevent hand heat warming the cocktail | 7. Volatile aromatic liquid expelled from citrus rinds to perfume the surface of a cocktail
2026-09-13,midi,The Daily Grid 2,##H###GRAIN/#DEN#E##S#E/##A#PUNCH#T/AIR##G#A###/##TABERNA#E/POS##N##L#S/O##CLOSEOUT/D##H#L##E#E/##FIT##B##R/###L##PIPAS/###LOG#G###,2. Cereal crop seeds like rye barley corn and wheat that form the base mash of spirits | 5. Intimate subterranean cocktail lounge or cozy neighborhood retreat dedicated to fine drinks | 7. Five-ingredient communal drink template derived from the Sanskrit word for five | 9. Delicate aerated foam or bubble cloud created with soy lecithin to crown modern cocktails | 10. Historic regional Mexican term for an artisanal distillery producing agave spirits | 13. Point of sale computer terminal used by bartenders to enter drink orders and process checks | 14. The late-night procedure of counting drawers wiping down rails and storing garnishes | 15. The secure friction seal formed between two metal tins when locking a Boston shaker | 17. Plural of the traditional large oak casks used to age and transport fortified port wine | 18. The official shift journal recording daily bar inventory,1. The clean desirable middle fraction captured during spirit distillation runs | 3. Fine carbon residue produced from roasting agave hearts in subterranean earthen pit ovens | 4. Fine wire mesh screen used during double-straining to catch microscopic ice shards | 6. Aromatic chemical compound providing the distinctive warm flavor of cloves and allspice | 8. Aluminum beverage container increasingly used for ready-to-drink craft cocktails | 11. Succulent desert plant whose soothing | 12. Plural of the volatile fruity chemical compounds synthesized during warm fermentation | 13. Vanilla or cardamom seed vessel macerated into rich cocktail syrups | 14. To drastically lower temperature by stirring with ice or storing glassware in a freezer | 16. Large format geometric ice cube carved to minimize surface area and slow down dilution
2026-09-13,main,The Masterpiece 2,#OLOROSO##M####/####Y#U##KILNS#/#ROSE#M#N#N#U##/#I##M##PORT#T##/#M#TARO#G##ASH#/S###L#CASKS####/PUPITRE##E#####/R#####A##G#B#B#/I##FRENCHSHAKER/G######U###T#L#/##J##PIPES###L#/BLANCO##Y#RAKI#/A#M##X#WEB#L#N#/R########I#B#I#/KIT#CHARENTAIS#,1. Deep brown | 5. Plural of the large drying ovens where germinated barley is halted with warm air or peat smoke | 7. Delicate fragrant pink water distilled from flower petals used in Middle Eastern punches | 9. Fortified Portuguese wine produced in the Douro Valley and matured in seasoned oak pipes | 10. Starchy purple tropical root vegetable pureed into vibrant | 12. Fine carbon residue produced from roasting agave hearts in subterranean earthen pit ovens | 14. Wooden barrel containers used to age and mature spirits wines and beers | 16. Hinged wooden A-frame riddling rack used to tilt and turn champagne bottles | 19. Two-piece curvaceous all-metal cocktail shaker design also known as a Parisian shaker | 22. Plural of the large wooden casks used to age and ship fortified Portuguese port wine | 24. Pristine unaged tequila bottled directly after distillation to showcase pure agave notes | 25. Aniseed-flavored distilled spirit regarded as the national apéritif of Turkey | 27. Tangled gossamer threads spun by cellar spiders across historic vintage wine bottles | 29. Portable leather or canvas roll containing a bartender's personal jiggers | 30. Traditional copper pot still used to double-distill French Cognac in Charente,2. Malted rye cereal grain adding bold | 3. The total financial balance of a bar check encompassing food | 4. Herbaceous aromatic plant gently pressed or slapped to release essential oils in a Julep | 6. Complimentary roasted and salted legumes served on bar counters to stimulate thirst | 7. Circumference of a cocktail glass often coated with citrus juice and salt or sugar | 8. Plural of the rich egg | 11. Sensory descriptor for salty sea spray and briny seaweed aromas in coastal Scotch whiskies | 13. Small fresh cutting of mint or rosemary used as an aromatic vertical garnish | 15. Plural of the stainless steel pressurized barrels delivering draught beer and cider to bar taps | 17. Iconic fruit bat symbol emblazoned across every bottle of Bacardi rum since 1862 | 18. Plural of the Venetian sparkling cocktails combining white peach puree with crisp prosecco | 20. Pimm's-based fruit and botanical cooler traditionally garnished with cucumber | 21. Preserved fruit spread shaken into modern sours to deliver immediate fruit body and sweetness | 22. Traditional ceremonial corn and sugarcane distillate produced in Chiapas | 23. Colloquial term for a morning revitalizer cocktail or a drop of modifier | 24. Angostura tree or cinchona covering harvested to yield bitter aromatic cocktail alkaloids | 26. Quercus alba or American white oak utilized for charred bourbon barrels | 28. Insulated stainless steel ice compartment in a cocktail well or cellar wine storage cubby
2026-09-14,mini,Morning Coffee 2,#T##SUM/#E#M##A/MATURED/A##L##E/TUBES#I/#R#S##R/INN#PEA,2. The total financial balance of a bar check encompassing food | 5. Evolved and refined inside porous wooden casks over years of seasonal thermal expansion | 6. Cylindrical glass shooter vials utilized to serve modern party shots and cocktail flights | 8. Historic roadside public house providing food | 9. Butterfly pea blossom steeped to create an indigo tea that turns bright violet when exposed to acid,1. Tannic herbal infusion frequently deployed as the diluting weak element in historic punches | 3. Portuguese volcanic island renowned for producing fortified wines matured under heat | 4. Plural of the refreshing highball cocktails pairing spirit with spicy ginger beer and fresh lime | 5. Textured rubber runner placed beneath glassware on the bar rail to collect overflow droplets | 7. Heated ceramic or metal dispensing vessel utilized to keep mulled wine and hot toddies warm
2026-09-14,midi,Midday Break 2,##SEC#MARCS/#K##L####H#/NEWYORKSOUR/#G##V##M#R#/ASH#E#COUNT/#######G#I#/CHASER###N#/#E###I#PEG#/#ROUND#U###/#B###GINS##/##SKYE#T###,1. French wine and cordial label indicator denoting a dry profile | 3. Plural of the rustic French pomace brandies distilled from spent grape skins and seeds | 6. Classic bourbon sour crowned with a floating crimson layer of dry red wine | 8. Fine carbon residue produced from roasting agave hearts in subterranean earthen pit ovens | 9. Mental timing system practiced by bartenders to pour accurate fluid measures without jiggers | 10. A mild beverage like beer or soda consumed immediately following a straight shot of liquor | 13. Historic colonial measure for a unit of spirits served with soda | 14. Palate descriptor for a mellow | 15. Plural classification of botanical distillates defined by dominant wild juniper berry aromatics | 16. Hebridean Scottish isle famous for sea-lashed,2. Pungent dried flower bud pinned into citrus peels for hot spiced winter punches | 4. Rapidly spinning a barspoon through crushed ice to chill and dilute a drink evenly | 5. Plural of the stainless steel pressurized barrels delivering draught beer and cider to bar taps | 7. A thick | 11. Fragrant green plant leaf used fresh or dried to infuse botanical syrups and spirits | 12. Elevated mountain topography providing cool nights and high-acid terroir for wine grapes | 13. Dimpled structural indentation found at the base of heavy wine and champagne bottles
2026-09-14,main,Weekend Edition 2,TIPUNCH########/#####U#T##BOWLS/###VERDELHO##I#/#V###D#A##WOOD#/MAUI#SILKY####R/#L#######A##ROE/CLEAN#STIR#N##D/#E#C##H##A#O##S/##DISSOLVING##N/###D##T##B#S##A/##B##B###E##SAP/#HALFANDHALF##P/P#R##G#R#K#LIME/OAK###NOSE#O##R/X#SWIG#P#ROW###,1. Martinique national ritual mixing white agricole rum fresh lime peel and cane syrup | 4. Plural of the large cut-glass vessels utilized to serve communal alcoholic punches | 6. Medium-dry style of fortified Madeira wine renowned for its vibrant | 8. Porous European or American oak whose extraction provides vanillin and color to resting spirits | 9. Hawaiian tropical island whose pineapples and sugar cane inspire exotic tiki punch bowls | 10. Velvety smooth mouthfeel achieved by milk clarification or gum arabic syrups | 13. Savory fish caviar served on mother-of-pearl spoons alongside chilled dry martinis | 14. Palate descriptor for a neutral | 16. Gentle rotational mixing technique utilizing a teardrop barspoon to avoid aerating drinks | 18. Mixing solid sugar or salt completely into a liquid solvent until clear | 21. Sweet raw fluid tapped from birch or maple trees fermented into regional wilderness wines | 22. Draught beer presentation combining equal measures of two contrasting beer styles in one pint | 26. Green citrus fruit providing the essential tart crispness in Margaritas and Daiquiris | 27. Wood barrel standard responsible for lending vanillin and wood tannins to aged spirits | 28. The complex olfactory bouquet of aromas perceived above a cocktail glass | 29. A generous unmeasured gulp of a beverage taken directly from a glass or flask | 30. Linear alignment of bottles arranged along a speed rail or backbar shelf,2. Plural of the coagulated milk solids that capture bitter tannins and color during punch filtration | 3. Exotic blue-green color of tropical cocktails blending blue curaçao with pineapple juice | 4. Classic black silk necktie worn by formal bartenders in traditional European hotel bars | 5. The tight-fitting metal cap placed over a cocktail shaker tin before shaking | 7. Valle de Guadalupe: Mexico's premier coastal wine and artisanal brandy region in Baja | 11. Heavy Japanese diamond-cut crystal pitcher crafted specifically for smooth stirred drinks | 12. The gin-based ancestor of the vodka Bloody Mary | 15. Sour chemical compound like citric or malic acid that balances cocktail sugars | 16. Standard single measure of spirits consumed rapidly from a small heavy-bottomed glass | 17. Plural of the rich egg | 19. Plural of the dried tree coverings like cinchona and angostura providing bitter cocktail alkaloids | 20. Canvas Lewis pouch utilized with a heavy wooden mallet to pulverize clear ice into gravel | 23. Small bead of liquid such as saline solution or aromatic bitters applied with an eye-dropper | 24. The calibrated fluid stream emerging from a speed pour spout into a metal jigger | 25. Traditional ceremonial corn and sugarcane distillate produced in Chiapas
2026-09-15,mini,Brain Snack 2,PEPPERY/O######/LIMES##/A#A#H##/N#N#RUN/DOG#U#E/##O#BOW,1. Sharp tingling spice note characteristic of rye whiskey and green peppercorns | 2. Plural of the green citrus fruits that provide the foundational tart acid for Margaritas | 5. A single complete cycle of heating | 7. The classic Salty Dog cocktail combining vodka or gin with grapefruit juice in a salted glass | 8. Classic black silk necktie worn by formal bartenders in traditional European hotel bars,1. Historic Eastern European home of premium rye and potato vodkas distilled across centuries | 3. Luscious tropical stone fruit pureed into frozen sours and paired with smoky mezcal | 4. Colonial-era sweet-and-sour drinking syrup preserved with vinegar and macerated fruit | 6. Modern cocktail prefix designating contemporary regional classics like the New York Sour
2026-09-15,midi,Brain Teaser 2,EGG##M##M##/X##CHANNELS/TIP##S##A#C/R#I#SHARD#O/ANT##T##E#O/C##A#U#DROP/TOPPING#Y#S/###E#S#K###/#S#R###V#A#/#ENOTECA#J#/#C#L###STIR,1. Emulsifying cocktail ingredient whose white yields a silky textural foam collar | 4. Plural of the channel knives utilized behind the bar to cut long continuous spiral citrus peels | 6. Financial gratuity left by a patron to reward attentive hospitalian service | 8. Sharp needle of ice caught by a fine-mesh cone strainer during the double-straining pass | 9. Roasted and crushed chicatana flying ant seasoning blended with salt to accompany neat mezcal | 11. Small bead of liquid such as saline solution or aromatic bitters applied with an eye-dropper | 12. Adding a final splash of sparkling soda or champagne to finish a highball | 16. Specialized Italian wine repository and tasting room showcasing regional vintages and snacks | 17. Gentle rotational mixing technique utilizing a teardrop barspoon to avoid aerating drinks,1. Concentrated liquid essence pulled from botanical materials using high-proof alcohol | 2. Plural of the insulated vessels where milled grains steep in hot water to convert starches | 3. A commercial production cellar and tasting room dedicated to fermenting honey wines | 5. Plural of the metal shovels used to safely transfer ice into mixing tins without touching glass | 7. Subterranean earthen conical oven filled with burning hardwood used to roast agave hearts | 10. Bright orange Italian bitter liqueur with low proof and zesty rhubarb-orange gentian notes | 13. Traditional Slavic beverage fermented from stale sourdough rye bread | 14. French wine and cordial label indicator denoting a dry profile | 15. Peruvian spicy yellow chili pepper muddled into fiery pisco sours and tropical drinks
2026-09-15,main,Brain Bender 2,####B####W#PEG#/FUSELS##LINE##M/R#K#O####N#ASTI/O#Y#O##BEER###L/S#E#D#H##S#F##K/T###O#OAT#GROGS/E#AIR#L#I##E#I#/D###ALLSPICE#G#/#BURN#A#P#U#L#L/#O##G#N#E#B#A#A/#D##E#D#RUE#I#M/LEES####A#SHRUB/#G#O#N#URN##D##/CANTEEN#Y#DASH#/#####W#########,3. Historic colonial measure for a unit of spirits served with soda | 4. Plural of the oily | 6. Insulated draught tubing delivering pressurized beer or pre-batched cocktails to bar taps | 8. Piedmontese province celebrated for sweet floral sparkling Moscato wines | 9. Effervescent fermented malt beverage known as humanity's oldest alcoholic drink | 12. Cereal grain added to brewing mashes to contribute velvety mouthfeel and creamy head to stout | 14. Plural of the historic Royal Navy drinks mixing dark rum | 16. Delicate aerated foam or bubble cloud created with soy lecithin to crown modern cocktails | 17. Dried Jamaican pimento berry possessing the flavor nuances of clove cinnamon and nutmeg | 19. The warming | 22. Intensely bitter aromatic herb used in ancient folk tonics and medicinal restorative cordials | 23. Dead yeast cells and sediment settling to the bottom of wine and beer tanks | 25. Colonial-era sweet-and-sour drinking syrup preserved with vinegar and macerated fruit | 27. Heated ceramic or metal dispensing vessel utilized to keep mulled wine and hot toddies warm | 28. Rigid portable travel vessel historically carried by soldiers to hold water or spirits | 29. Standard micro-measurement dispensed from a bitters bottle with a single downward flick,1. Crimson-fleshed Sicilian citrus fruit delivering sweet raspberry-like tartness to winter drinks | 2. Plural of the fermented grape beverages encompassing reds | 3. Butterfly pea blossom steeped to create an indigo tea that turns bright violet when exposed to acid | 4. Chilled until an exterior layer of white condensation forms across the glassware surface | 5. Hebridean Scottish isle famous for sea-lashed | 7. Plural of the dairy liquids curdled with citrus juice to clarify historic English punches | 10. The low-country nation that invented malt-wine genever | 11. Pouring technique where fluid volume is estimated accurately by mental tempo without jiggers | 13. Historic Irish whiskey classic stirred with sweet red vermouth and green Chartreuse | 15. Slang term for a bartender guest shift or evening hospitality event | 18. Uniform square ice units utilized for standard shaking | 19. Traditional Spanish wine tavern | 20. Historic New Jersey distillery holding federal distillery permit number one for applejack | 21. Belgian sour wheat ale fermented spontaneously with wild Brettanomyces yeasts in open vats | 24. Archaic colloquial term for an habitual or notorious drinker | 26. Modern cocktail prefix designating contemporary regional classics like the New York Sour
2026-09-16,mini,Commuter Special 2,BOWLS##/##H##P#/#RICKEY/##S##A#/TIKIS#G/A#Y#O#A/X##RYES,1. Plural of the large cut-glass vessels utilized to serve communal alcoholic punches | 4. Highball cocktail combining a base spirit with fresh lime juice and club soda | 5. Plural term for tropical drinks served in exotic ceramic Polynesian vessels | 8. Plural of the spicy American whiskeys distilled from a mash bill containing at least 51 percent rye,2. Spelling variation used in Scotland Japan and Canada for aged grain distillates | 3. Butterfly pea blossom steeped to create an indigo tea that turns bright violet when exposed to acid | 5. Federal excise duty levied on distilled spirits that sparked the historic Whiskey Rebellion | 6. Fermented umami-rich soybean sauce deployed in micro-drops to season savory modern martinis | 7. Carbon dioxide or nitrogen used to carbonate beverages and propel draught liquid through lines
2026-09-16,midi,Perfect Puzzler 2,###BRANDY##/GOSE#N#####/I##AVEZE#Z#/G##M#T##PEA/##L##H#S#S#/#TINTORETTO/##Q##L#A#Y#/#MUG#E#L###/T#E#P#BEERS/A#U#O##D#O#/PORTS####W#,1. Distillate produced by boiling fermented grape wine or crushed orchard fruits | 3. Historic German warm-fermented wheat beer style brewed with coriander seed and sea salt | 4. Traditional French gentian liqueur crafted using wild roots harvested from Auvergne | 6. Butterfly pea blossom steeped to create an indigo tea that turns bright violet when exposed to acid | 9. Venetian sparkling cocktail variation pairing dry prosecco with tart fresh pomegranate juice | 10. Heavy handled vessel often crafted from copper or stoneware for cold drinks | 13. Fermented cereal beverages encompassing lagers ales stouts and wild lambics | 15. Plural of the fortified Portuguese sweet dessert wines aged in seasoned wooden pipes,1. Famous Kentucky bourbon distilling family synonymous with Clermont and white label whiskey | 2. The volatile essential oil compound responsible for the signature licorice flavor in anise | 3. Slang term for a bartender guest shift or evening hospitality event | 5. Palate descriptor for a bright | 7. Sweetened spirit base infused with botanicals fruits herbs nuts or dairy | 8. Secured against ambient oxygen with a natural cork closure | 11. Faucet system used to draw draught beer or pre-batched cocktails from a pressurized keg | 12. Point of sale computer terminal used by bartenders to enter drink orders and process checks | 14. Linear alignment of bottles arranged along a speed rail or backbar shelf
